Mon,Tue,Wed,Thurs,Fri,Sat,Sun,time,intersection_id,lane_id,volume,velocity,avg_time_passing
1,0,0,0,0,0,0,47,1,4,3,14,3
1,0,0,0,0,0,0,48,1,1,24,10,24
1,0,0,0,0,0,0,49,1,2,13,4,33
1,0,0,0,0,0,0,50,1,3,47,7,67
1,0,0,0,0,0,0,51,1,4,43,13,33
1,0,0,0,0,0,0,52,1,1,26,14,19
1,0,0,0,0,0,0,53,1,2,25,6,42
1,0,0,0,0,0,0,54,1,3,28,11,26
1,0,0,0,0,0,0,55,1,4,31,10,31
1,0,0,0,0,0,0,56,1,1,46,5,92
1,0,0,0,0,0,0,57,1,2,11,12,10
1,0,0,0,0,0,0,58,1,3,9,10,9
1,0,0,0,0,0,0,59,1,4,3,13,3
1,0,0,0,0,0,0,60,1,1,15,4,38
1,0,0,0,0,0,0,61,1,2,1,11,1
1,0,0,0,0,0,0,62,1,3,31,12,26
1,0,0,0,0,0,0,63,1,4,5,3,17
1,0,0,0,0,0,0,64,1,1,37,14,27
1,0,0,0,0,0,0,65,1,2,34,5,68
1,0,0,0,0,0,0,66,1,3,12,9,14
1,0,0,0,0,0,0,67,1,4,28,1,278
1,0,0,0,0,0,0,68,1,1,6,10,6
1,0,0,0,0,0,0,69,1,2,2,10,2
1,0,0,0,0,0,0,70,1,3,26,9,29
1,0,0,0,0,0,0,71,1,4,47,11,43
1,0,0,0,0,0,0,72,1,1,19,13,15
1,0,0,0,0,0,0,73,1,2,15,11,14
1,0,0,0,0,0,0,74,1,3,7,6,12
1,0,0,0,0,0,0,75,1,4,30,2,149
1,0,0,0,0,0,0,76,1,1,21,13,16
1,0,0,0,0,0,0,77,1,2,10,10,10
1,0,0,0,0,0,0,78,1,3,26,14,19
1,0,0,0,0,0,0,79,1,4,36,4,90
1,0,0,0,0,0,0,80,1,1,1,3,4
1,0,0,0,0,0,0,81,1,2,44,11,40
1,0,0,0,0,0,0,82,1,3,41,9,46
1,0,0,0,0,0,0,83,1,4,33,11,30
1,0,0,0,0,0,0,84,1,1,40,1,396
1,0,0,0,0,0,0,85,1,2,5,14,4
1,0,0,0,0,0,0,86,1,3,2,14,2
1,0,0,0,0,0,0,87,1,4,38,11,35
1,0,0,0,0,0,0,88,1,1,43,3,142
1,0,0,0,0,0,0,89,1,2,42,9,47
1,0,0,0,0,0,0,90,1,3,14,4,35
1,0,0,0,0,0,0,91,1,4,43,6,71
1,0,0,0,0,0,0,92,1,1,39,2,194
1,0,0,0,0,0,0,93,1,2,25,6,42
1,0,0,0,0,0,0,94,1,3,27,2,134
1,0,0,0,0,0,0,95,1,4,8,13,7
1,0,0,0,0,0,0,96,1,1,32,4,80
1,0,0,0,0,0,0,97,1,2,46,9,51
1,0,0,0,0,0,0,98,1,3,25,12,21
1,0,0,0,0,0,0,99,1,4,38,10,38
1,0,0,0,0,0,0,100,1,1,26,4,65
1,0,0,0,0,0,0,101,1,2,38,1,377
1,0,0,0,0,0,0,102,1,3,37,10,37
1,0,0,0,0,0,0,103,1,4,46,11,42
1,0,0,0,0,0,0,104,1,1,4,10,4
1,0,0,0,0,0,0,105,1,2,29,13,23
1,0,0,0,0,0,0,106,1,3,18,3,60
1,0,0,0,0,0,0,107,1,4,1,5,2
1,0,0,0,0,0,0,108,1,1,42,8,52
1,0,0,0,0,0,0,109,1,2,35,11,32
1,0,0,0,0,0,0,110,1,3,32,4,80
1,0,0,0,0,0,0,111,1,4,44,3,146
1,0,0,0,0,0,0,112,1,1,44,10,44
1,0,0,0,0,0,0,113,1,2,31,4,77
1,0,0,0,0,0,0,114,1,3,15,10,15
1,0,0,0,0,0,0,115,1,4,32,7,46
1,0,0,0,0,0,0,116,1,1,10,13,8
1,0,0,0,0,0,0,117,1,2,42,3,139
1,0,0,0,0,0,0,118,1,3,13,7,19
1,0,0,0,0,0,0,119,1,4,18,7,26
1,0,0,0,0,0,0,120,1,1,26,2,129
1,0,0,0,0,0,0,121,1,2,9,6,15
1,0,0,0,0,0,0,122,1,3,3,6,5
1,0,0,0,0,0,0,123,1,4,7,5,14
1,0,0,0,0,0,0,124,1,1,36,4,90
1,0,0,0,0,0,0,125,1,2,17,8,22
1,0,0,0,0,0,0,126,1,3,39,1,387
1,0,0,0,0,0,0,127,1,4,35,10,35
1,0,0,0,0,0,0,128,1,1,17,11,16
1,0,0,0,0,0,0,129,1,2,32,8,40
1,0,0,0,0,0,0,130,1,3,27,11,25
1,0,0,0,0,0,0,131,1,4,44,3,146
1,0,0,0,0,0,0,132,1,1,4,8,5
1,0,0,0,0,0,0,133,1,2,13,10,13
1,0,0,0,0,0,0,134,1,3,44,12,37
1,0,0,0,0,0,0,135,1,4,45,13,35
1,0,0,0,0,0,0,136,1,1,14,8,18
1,0,0,0,0,0,0,137,1,2,2,2,10
1,0,0,0,0,0,0,138,1,3,21,3,70
1,0,0,0,0,0,0,139,1,4,33,6,55
1,0,0,0,0,0,0,140,1,1,40,6,66
1,0,0,0,0,0,0,141,1,2,22,10,22
1,0,0,0,0,0,0,142,1,3,10,10,10
1,0,0,0,0,0,0,143,1,4,35,7,50
1,0,0,0,0,0,0,144,1,1,30,12,25
1,0,0,0,0,0,0,145,1,2,10,5,20
1,0,0,0,0,0,0,146,1,3,31,9,35
1,0,0,0,0,0,0,147,1,4,11,11,10
1,0,0,0,0,0,0,148,1,1,4,13,4
1,0,0,0,0,0,0,149,1,2,40,3,132
1,0,0,0,0,0,0,150,1,3,40,13,31
1,0,0,0,0,0,0,151,1,4,4,8,5
1,0,0,0,0,0,0,152,1,1,17,5,34
1,0,0,0,0,0,0,153,1,2,31,4,77
1,0,0,0,0,0,0,154,1,3,38,7,54
1,0,0,0,0,0,0,155,1,4,28,3,93
1,0,0,0,0,0,0,156,1,1,8,14,6
1,0,0,0,0,0,0,157,1,2,26,4,65
1,0,0,0,0,0,0,158,1,3,25,7,36
1,0,0,0,0,0,0,159,1,4,17,2,85
1,0,0,0,0,0,0,160,1,1,25,13,20
1,0,0,0,0,0,0,161,1,2,42,14,30
1,0,0,0,0,0,0,162,1,3,26,6,43
1,0,0,0,0,0,0,163,1,4,42,6,70
1,0,0,0,0,0,0,164,1,1,22,9,25
1,0,0,0,0,0,0,165,1,2,18,14,13
1,0,0,0,0,0,0,166,1,3,15,10,15
1,0,0,0,0,0,0,167,1,4,20,4,50
1,0,0,0,0,0,0,168,1,1,25,11,23
1,0,0,0,0,0,0,169,1,2,37,2,184
1,0,0,0,0,0,0,170,1,3,2,11,2
1,0,0,0,0,0,0,171,1,4,48,4,119
1,0,0,0,0,0,0,172,1,1,43,8,54
1,0,0,0,0,0,0,173,1,2,12,10,12
1,0,0,0,0,0,0,174,1,3,11,10,11
1,0,0,0,0,0,0,175,1,4,15,9,17
1,0,0,0,0,0,0,176,1,1,14,13,11
1,0,0,0,0,0,0,177,1,2,37,6,62
1,0,0,0,0,0,0,178,1,3,25,7,36
1,0,0,0,0,0,0,179,1,4,40,12,33
1,0,0,0,0,0,0,180,1,1,32,6,53
1,0,0,0,0,0,0,181,1,2,2,1,20
1,0,0,0,0,0,0,182,1,3,30,13,23
1,0,0,0,0,0,0,183,1,4,1,3,4
1,0,0,0,0,0,0,184,1,1,37,5,74
1,0,0,0,0,0,0,185,1,2,27,12,23
1,0,0,0,0,0,0,186,1,3,29,10,29
1,0,0,0,0,0,0,187,1,4,6,10,6
1,0,0,0,0,0,0,188,1,1,25,12,21
1,0,0,0,0,0,0,189,1,2,18,5,36
1,0,0,0,0,0,0,190,1,3,45,5,90
1,0,0,0,0,0,0,191,1,4,3,12,3
1,0,0,0,0,0,0,192,1,1,21,10,21
1,0,0,0,0,0,0,193,1,2,7,1,70
1,0,0,0,0,0,0,194,1,3,26,1,258
1,0,0,0,0,0,0,195,1,4,12,3,40
1,0,0,0,0,0,0,196,1,1,10,12,9
1,0,0,0,0,0,0,197,1,2,17,11,16
1,0,0,0,0,0,0,198,1,3,43,7,61
1,0,0,0,0,0,0,199,1,4,49,7,70
1,0,0,0,0,0,0,200,1,1,19,7,27
1,0,0,0,0,0,0,201,1,2,16,8,20
1,0,0,0,0,0,0,202,1,3,31,5,62
1,0,0,0,0,0,0,203,1,4,6,12,5
1,0,0,0,0,0,0,204,1,1,7,8,9
1,0,0,0,0,0,0,205,1,2,28,10,28
1,0,0,0,0,0,0,206,1,3,3,8,4
1,0,0,0,0,0,0,207,1,4,43,12,36
1,0,0,0,0,0,0,208,1,1,22,11,20
1,0,0,0,0,0,0,209,1,2,21,7,30
1,0,0,0,0,0,0,210,1,3,10,2,50
1,0,0,0,0,0,0,211,1,4,23,7,33
1,0,0,0,0,0,0,212,1,1,30,8,38
1,0,0,0,0,0,0,213,1,2,49,14,35
1,0,0,0,0,0,0,214,1,3,29,14,21
1,0,0,0,0,0,0,215,1,4,42,8,52
1,0,0,0,0,0,0,216,1,1,21,12,18
1,0,0,0,0,0,0,217,1,2,29,14,21
1,0,0,0,0,0,0,218,1,3,39,9,43
1,0,0,0,0,0,0,219,1,4,43,4,107
1,0,0,0,0,0,0,220,1,1,3,10,3
1,0,0,0,0,0,0,221,1,2,43,14,31
1,0,0,0,0,0,0,222,1,3,8,6,14
1,0,0,0,0,0,0,223,1,4,23,14,17
1,0,0,0,0,0,0,224,1,1,23,1,228
1,0,0,0,0,0,0,225,1,2,40,12,33
1,0,0,0,0,0,0,226,1,3,37,2,184
1,0,0,0,0,0,0,227,1,4,33,13,26
1,0,0,0,0,0,0,228,1,1,1,5,2
1,0,0,0,0,0,0,229,1,2,37,10,37
1,0,0,0,0,0,0,230,1,3,13,14,10
1,0,0,0,0,0,0,231,1,4,27,8,34
1,0,0,0,0,0,0,232,1,1,23,14,17
1,0,0,0,0,0,0,233,1,2,47,8,59
1,0,0,0,0,0,0,234,1,3,45,13,35
1,0,0,0,0,0,0,235,1,4,16,11,15
1,0,0,0,0,0,0,236,1,1,12,1,119
1,0,0,0,0,0,0,237,1,2,28,10,28
1,0,0,0,0,0,0,238,1,3,20,14,15
1,0,0,0,0,0,0,239,1,4,6,10,6
1,0,0,0,0,0,0,240,1,1,28,9,31
1,0,0,0,0,0,0,241,1,2,13,10,13
1,0,0,0,0,0,0,242,1,3,35,2,174
1,0,0,0,0,0,0,243,1,4,17,2,85
1,0,0,0,0,0,0,244,1,1,41,9,46
1,0,0,0,0,0,0,245,1,2,15,7,22
1,0,0,0,0,0,0,246,1,3,49,13,38
1,0,0,0,0,0,0,247,1,4,30,13,23
1,0,0,0,0,0,0,248,1,1,7,3,24
1,0,0,0,0,0,0,249,1,2,8,12,7
1,0,0,0,0,0,0,250,1,3,27,2,134
1,0,0,0,0,0,0,251,1,4,37,10,37
1,0,0,0,0,0,0,252,1,1,46,4,114
1,0,0,0,0,0,0,253,1,2,33,10,33
1,0,0,0,0,0,0,254,1,3,41,10,41
1,0,0,0,0,0,0,255,1,4,42,11,38
1,0,0,0,0,0,0,256,1,1,11,6,19
1,0,0,0,0,0,0,257,1,2,3,1,30
1,0,0,0,0,0,0,258,1,3,14,13,11
1,0,0,0,0,0,0,259,1,4,33,6,55
1,0,0,0,0,0,0,260,1,1,24,2,119
1,0,0,0,0,0,0,261,1,2,40,10,40
1,0,0,0,0,0,0,262,1,3,13,12,11
1,0,0,0,0,0,0,263,1,4,31,8,39
1,0,0,0,0,0,0,264,1,1,18,12,15
1,0,0,0,0,0,0,265,1,2,39,11,36
1,0,0,0,0,0,0,266,1,3,27,12,23
1,0,0,0,0,0,0,267,1,4,36,5,72
1,0,0,0,0,0,0,268,1,1,1,13,1
1,0,0,0,0,0,0,269,1,2,36,13,28
1,0,0,0,0,0,0,270,1,3,45,10,45
1,0,0,0,0,0,0,271,1,4,43,7,61
1,0,0,0,0,0,0,272,1,1,8,11,8
1,0,0,0,0,0,0,273,1,2,21,14,15
1,0,0,0,0,0,0,274,1,3,16,14,12
1,0,0,0,0,0,0,275,1,4,25,7,36
1,0,0,0,0,0,0,276,1,1,18,9,20
1,0,0,0,0,0,0,277,1,2,40,10,40
1,0,0,0,0,0,0,278,1,3,5,11,5
1,0,0,0,0,0,0,279,1,4,2,12,2
1,0,0,0,0,0,0,280,1,1,2,12,2
1,0,0,0,0,0,0,281,1,2,44,12,37
1,0,0,0,0,0,0,282,1,3,5,6,9
1,0,0,0,0,0,0,283,1,4,22,7,32
1,0,0,0,0,0,0,284,1,1,21,5,42
1,0,0,0,0,0,0,285,1,2,20,6,33
1,0,0,0,0,0,0,286,1,3,34,10,34
1,0,0,0,0,0,0,287,1,4,43,10,43
1,0,0,0,0,0,0,288,1,1,22,14,16
1,0,0,0,0,0,0,289,1,2,10,1,99
1,0,0,0,0,0,0,290,1,3,15,11,14
1,0,0,0,0,0,0,291,1,4,10,3,33
1,0,0,0,0,0,0,292,1,1,43,14,31
1,0,0,0,0,0,0,293,1,2,5,5,10
1,0,0,0,0,0,0,294,1,3,15,4,38
1,0,0,0,0,0,0,295,1,4,38,10,38
1,0,0,0,0,0,0,296,1,1,30,6,50
1,0,0,0,0,0,0,297,1,2,19,11,18
1,0,0,0,0,0,0,298,1,3,2,14,2
1,0,0,0,0,0,0,299,1,4,9,3,30
1,0,0,0,0,0,0,300,1,1,34,4,85
1,0,0,0,0,0,0,301,1,2,11,8,14
1,0,0,0,0,0,0,302,1,3,46,10,46
1,0,0,0,0,0,0,303,1,4,13,2,65
1,0,0,0,0,0,0,304,1,1,19,6,32
1,0,0,0,0,0,0,305,1,2,33,11,30
1,0,0,0,0,0,0,306,1,3,17,9,19
1,0,0,0,0,0,0,307,1,4,17,5,34
1,0,0,0,0,0,0,308,1,1,17,14,13
1,0,0,0,0,0,0,309,1,2,9,13,7
1,0,0,0,0,0,0,310,1,3,44,11,40
1,0,0,0,0,0,0,311,1,4,41,3,136
1,0,0,0,0,0,0,312,1,1,19,6,32
1,0,0,0,0,0,0,313,1,2,27,1,268
1,0,0,0,0,0,0,314,1,3,1,2,5
1,0,0,0,0,0,0,315,1,4,16,5,32
1,0,0,0,0,0,0,316,1,1,30,3,99
1,0,0,0,0,0,0,317,1,2,38,2,189
1,0,0,0,0,0,0,318,1,3,48,3,159
1,0,0,0,0,0,0,319,1,4,22,6,37
1,0,0,0,0,0,0,320,1,1,2,8,3
1,0,0,0,0,0,0,321,1,2,27,5,54
1,0,0,0,0,0,0,322,1,3,29,10,29
1,0,0,0,0,0,0,323,1,4,44,12,37
1,0,0,0,0,0,0,324,1,1,24,9,27
1,0,0,0,0,0,0,325,1,2,25,8,31
1,0,0,0,0,0,0,326,1,3,25,12,21
1,0,0,0,0,0,0,327,1,4,6,13,5
1,0,0,0,0,0,0,328,1,1,23,12,19
1,0,0,0,0,0,0,329,1,2,45,13,35
1,0,0,0,0,0,0,330,1,3,14,12,12
1,0,0,0,0,0,0,331,1,4,24,4,60
1,0,0,0,0,0,0,332,1,1,19,2,95
1,0,0,0,0,0,0,333,1,2,7,3,24
1,0,0,0,0,0,0,334,1,3,40,1,396
1,0,0,0,0,0,0,335,1,4,39,10,39
1,0,0,0,0,0,0,336,1,1,36,10,36
1,0,0,0,0,0,0,337,1,2,4,14,3
1,0,0,0,0,0,0,338,1,3,5,14,4
1,0,0,0,0,0,0,339,1,4,48,10,48
1,0,0,0,0,0,0,340,1,1,29,10,29
1,0,0,0,0,0,0,341,1,2,43,10,43
1,0,0,0,0,0,0,342,1,3,44,13,34
1,0,0,0,0,0,0,343,1,4,19,9,21
1,0,0,0,0,0,0,344,1,1,18,6,30
1,0,0,0,0,0,0,345,1,2,38,8,48
1,0,0,0,0,0,0,346,1,3,10,10,10
1,0,0,0,0,0,0,347,1,4,36,11,33
1,0,0,0,0,0,0,348,1,1,42,10,42
1,0,0,0,0,0,0,349,1,2,34,3,113
1,0,0,0,0,0,0,350,1,3,7,12,6
1,0,0,0,0,0,0,351,1,4,45,5,90
1,0,0,0,0,0,0,352,1,1,3,11,3
1,0,0,0,0,0,0,353,1,2,33,14,24
1,0,0,0,0,0,0,354,1,3,48,9,53
1,0,0,0,0,0,0,355,1,4,11,13,9
1,0,0,0,0,0,0,356,1,1,14,5,28
1,0,0,0,0,0,0,357,1,2,45,14,32
1,0,0,0,0,0,0,358,1,3,48,5,96
1,0,0,0,0,0,0,359,1,4,17,4,43
1,0,0,0,0,0,0,360,1,1,42,13,32
1,0,0,0,0,0,0,361,1,2,45,2,223
1,0,0,0,0,0,0,362,1,3,7,11,7
1,0,0,0,0,0,0,363,1,4,9,2,45
1,0,0,0,0,0,0,364,1,1,3,14,3
1,0,0,0,0,0,0,365,1,2,3,6,5
1,0,0,0,0,0,0,366,1,3,30,11,27
1,0,0,0,0,0,0,367,1,4,26,1,258
1,0,0,0,0,0,0,368,1,1,1,10,1
1,0,0,0,0,0,0,369,1,2,7,7,10
1,0,0,0,0,0,0,370,1,3,11,9,13
1,0,0,0,0,0,0,371,1,4,22,5,44
1,0,0,0,0,0,0,372,1,1,9,11,9
1,0,0,0,0,0,0,373,1,2,26,5,52
1,0,0,0,0,0,0,374,1,3,35,13,27
1,0,0,0,0,0,0,375,1,4,35,12,29
1,0,0,0,0,0,0,376,1,1,17,2,85
1,0,0,0,0,0,0,377,1,2,30,6,50
1,0,0,0,0,0,0,378,1,3,9,6,15
1,0,0,0,0,0,0,379,1,4,12,7,17
1,0,0,0,0,0,0,380,1,1,8,6,14
1,0,0,0,0,0,0,381,1,2,8,9,9
1,0,0,0,0,0,0,382,1,3,5,8,7
1,0,0,0,0,0,0,383,1,4,26,7,37
1,0,0,0,0,0,0,384,1,1,9,12,8
1,0,0,0,0,0,0,385,1,2,43,8,54
1,0,0,0,0,0,0,386,1,3,44,4,109
1,0,0,0,0,0,0,387,1,4,11,2,55
1,0,0,0,0,0,0,388,1,1,28,8,35
1,0,0,0,0,0,0,389,1,2,30,4,75
1,0,0,0,0,0,0,390,1,3,21,14,15
1,0,0,0,0,0,0,391,1,4,12,14,9
1,0,0,0,0,0,0,392,1,1,32,10,32
1,0,0,0,0,0,0,393,1,2,27,13,21
1,0,0,0,0,0,0,394,1,3,48,11,44
1,0,0,0,0,0,0,395,1,4,4,1,40
1,0,0,0,0,0,0,396,1,1,11,13,9
1,0,0,0,0,0,0,397,1,2,2,3,7
1,0,0,0,0,0,0,398,1,3,46,5,92
1,0,0,0,0,0,0,399,1,4,14,9,16
1,0,0,0,0,0,0,400,1,1,5,3,17
1,0,0,0,0,0,0,401,1,2,14,12,12
1,0,0,0,0,0,0,402,1,3,33,13,26
1,0,0,0,0,0,0,403,1,4,45,1,446
1,0,0,0,0,0,0,404,1,1,47,2,233
1,0,0,0,0,0,0,405,1,2,30,5,60
1,0,0,0,0,0,0,406,1,3,32,5,64
1,0,0,0,0,0,0,407,1,4,45,7,64
1,0,0,0,0,0,0,408,1,1,38,14,27
1,0,0,0,0,0,0,409,1,2,2,8,3
1,0,0,0,0,0,0,410,1,3,42,13,32
1,0,0,0,0,0,0,411,1,4,48,6,80
1,0,0,0,0,0,0,412,1,1,14,6,24
1,0,0,0,0,0,0,413,1,2,8,12,7
1,0,0,0,0,0,0,414,1,3,2,4,5
1,0,0,0,0,0,0,415,1,4,14,9,16
1,0,0,0,0,0,0,416,1,1,32,10,32
1,0,0,0,0,0,0,417,1,2,35,12,29
1,0,0,0,0,0,0,418,1,3,42,7,60
1,0,0,0,0,0,0,419,1,4,21,4,52
1,0,0,0,0,0,0,420,1,1,44,14,32
1,0,0,0,0,0,0,421,1,2,5,13,4
1,0,0,0,0,0,0,422,1,3,48,3,159
1,0,0,0,0,0,0,423,1,4,35,10,35
1,0,0,0,0,0,0,424,1,1,23,10,23
1,0,0,0,0,0,0,425,1,2,20,14,15
1,0,0,0,0,0,0,426,1,3,5,1,50
1,0,0,0,0,0,0,427,1,4,2,11,2
1,0,0,0,0,0,0,428,1,1,35,10,35
1,0,0,0,0,0,0,429,1,2,13,1,129
1,0,0,0,0,0,0,430,1,3,42,4,104
1,0,0,0,0,0,0,431,1,4,27,1,268
1,0,0,0,0,0,0,432,1,1,20,13,16
1,0,0,0,0,0,0,433,1,2,45,13,35
1,0,0,0,0,0,0,434,1,3,3,14,3
1,0,0,0,0,0,0,435,1,4,36,10,36
1,0,0,0,0,0,0,436,1,1,13,10,13
1,0,0,0,0,0,0,437,1,2,8,5,16
1,0,0,0,0,0,0,438,1,3,14,6,24
1,0,0,0,0,0,0,439,1,4,31,6,52
1,0,0,0,0,0,0,440,1,1,2,10,2
1,0,0,0,0,0,0,441,1,2,42,1,416
1,0,0,0,0,0,0,442,1,3,37,9,41
1,0,0,0,0,0,0,443,1,4,11,6,19
1,0,0,0,0,0,0,444,1,1,26,10,26
1,0,0,0,0,0,0,445,1,2,3,3,10
1,0,0,0,0,0,0,446,1,3,18,1,179
1,0,0,0,0,0,0,447,1,4,8,10,8
1,0,0,0,0,0,0,448,1,1,26,11,24
1,0,0,0,0,0,0,449,1,2,8,1,80
1,0,0,0,0,0,0,450,1,3,49,7,70
1,0,0,0,0,0,0,451,1,4,3,5,6
1,0,0,0,0,0,0,452,1,1,46,7,66
1,0,0,0,0,0,0,453,1,2,34,7,49
1,0,0,0,0,0,0,454,1,3,4,14,3
1,0,0,0,0,0,0,455,1,4,15,10,15
1,0,0,0,0,0,0,456,1,1,43,10,43
1,0,0,0,0,0,0,457,1,2,31,4,77
1,0,0,0,0,0,0,458,1,3,17,13,13
1,0,0,0,0,0,0,459,1,4,28,10,28
1,0,0,0,0,0,0,460,1,1,37,1,367
1,0,0,0,0,0,0,461,1,2,11,4,28
1,0,0,0,0,0,0,462,1,3,35,11,32
1,0,0,0,0,0,0,463,1,4,20,5,40
1,0,0,0,0,0,0,464,1,1,42,8,52
1,0,0,0,0,0,0,465,1,2,9,11,9
1,0,0,0,0,0,0,466,1,3,6,10,6
1,0,0,0,0,0,0,467,1,4,18,6,30
1,0,0,0,0,0,0,468,1,1,15,14,11
1,0,0,0,0,0,0,469,1,2,31,3,103
1,0,0,0,0,0,0,470,1,3,27,11,25
1,0,0,0,0,0,0,471,1,4,14,9,16
1,0,0,0,0,0,0,472,1,1,44,10,44
1,0,0,0,0,0,0,473,1,2,14,14,10
1,0,0,0,0,0,0,474,1,3,7,11,7
1,0,0,0,0,0,0,475,1,4,32,6,53
1,0,0,0,0,0,0,476,1,1,17,2,85
1,0,0,0,0,0,0,477,1,2,40,3,132
1,0,0,0,0,0,0,478,1,3,1,4,3
1,0,0,0,0,0,0,479,1,4,20,1,198
1,0,0,0,0,0,0,480,1,1,22,7,32
1,0,0,0,0,0,0,481,1,2,25,11,23
1,0,0,0,0,0,0,482,1,3,4,10,4
1,0,0,0,0,0,0,483,1,4,22,2,109
1,0,0,0,0,0,0,484,1,1,13,4,33
1,0,0,0,0,0,0,485,1,2,44,4,109
1,0,0,0,0,0,0,486,1,3,24,5,48
1,0,0,0,0,0,0,487,1,4,45,10,45
1,0,0,0,0,0,0,488,1,1,5,10,5
1,0,0,0,0,0,0,489,1,2,3,13,3
1,0,0,0,0,0,0,490,1,3,2,12,2
1,0,0,0,0,0,0,491,1,4,24,8,30
1,0,0,0,0,0,0,492,1,1,10,10,10
1,0,0,0,0,0,0,493,1,2,3,1,30
1,0,0,0,0,0,0,494,1,3,24,4,60
1,0,0,0,0,0,0,495,1,4,2,13,2
1,0,0,0,0,0,0,496,1,1,8,6,14
1,0,0,0,0,0,0,497,1,2,25,12,21
1,0,0,0,0,0,0,498,1,3,37,10,37
1,0,0,0,0,0,0,499,1,4,27,3,90
1,0,0,0,0,0,0,500,1,1,10,11,9
1,0,0,0,0,0,0,501,1,2,2,12,2
1,0,0,0,0,0,0,502,1,3,1,7,2
1,0,0,0,0,0,0,503,1,4,29,14,21
1,0,0,0,0,0,0,504,1,1,21,1,208
1,0,0,0,0,0,0,505,1,2,38,5,76
1,0,0,0,0,0,0,506,1,3,11,2,55
1,0,0,0,0,0,0,507,1,4,13,10,13
1,0,0,0,0,0,0,508,1,1,34,5,68
1,0,0,0,0,0,0,509,1,2,1,5,2
1,0,0,0,0,0,0,510,1,3,26,13,20
1,0,0,0,0,0,0,511,1,4,1,4,3
1,0,0,0,0,0,0,512,1,1,5,2,25
1,0,0,0,0,0,0,513,1,2,16,2,80
1,0,0,0,0,0,0,514,1,3,31,7,44
1,0,0,0,0,0,0,515,1,4,38,12,32
1,0,0,0,0,0,0,516,1,1,28,12,24
1,0,0,0,0,0,0,517,1,2,12,1,119
1,0,0,0,0,0,0,518,1,3,14,12,12
1,0,0,0,0,0,0,519,1,4,17,9,19
1,0,0,0,0,0,0,520,1,1,4,8,5
1,0,0,0,0,0,0,521,1,2,46,10,46
1,0,0,0,0,0,0,522,1,3,45,10,45
1,0,0,0,0,0,0,523,1,4,48,9,53
1,0,0,0,0,0,0,524,1,1,15,9,17
1,0,0,0,0,0,0,525,1,2,14,5,28
1,0,0,0,0,0,0,526,1,3,11,6,19
1,0,0,0,0,0,0,527,1,4,9,6,15
1,0,0,0,0,0,0,528,1,1,13,11,12
1,0,0,0,0,0,0,529,1,2,15,10,15
1,0,0,0,0,0,0,530,1,3,12,7,17
1,0,0,0,0,0,0,531,1,4,1,10,1
1,0,0,0,0,0,0,532,1,1,1,6,2
1,0,0,0,0,0,0,533,1,2,22,10,22
